Unnamed: 0,id,usuario,timestamp,localizacao,texto,retweet,geo,coordenadas
120,1172354442081046532,emedici2002,2019-09-13 03:40:54,"São Paulo, Brasil","RT @partidonovo30: A maior de todas as estatais é a Cemig (Companhia Energética de Minas Gerais), fundada em 1952 por Juscelino Kubitschek.…",False,,
121,1172350679630921728,jaderbreda,2019-09-13 03:25:57,São Carlos - SP,Cemig fará em outubro fusão de negócios de geração distribuída e eficiência - Economia &amp; Mercados https://t.co/JEmAWg6bvU,False,,
122,1172348882791129089,izarpimenta,2019-09-13 03:18:49,,pq nós somos mt eletricistas padrão Cemig @thaisviiana_ @Silvat_amanda https://t.co/XvJ6JNoSs8,False,,
123,1172336945302650880,SaRonilson,2019-09-13 02:31:23,BH,"RT @JaderMonteiro: Atenção CEMIG, COPASA, SKY, VIVO e ITAÚ ... se ficar me enchendo a paciência por causa de dívida, vou para ""confronto"" e…",False,,
124,1172328212229050369,andregalo137,2019-09-13 01:56:41,"Belo Horizonte, Minas Gerais","@RomeuZema ta  a hora de fazer uma auditoria nesse lixo de cemig, como q cobram em conta quase 430 reais numa casa de uma pessoa só? e batem o pé falando q ta certo!!",False,,
125,1172317294728343553,_lwite,2019-09-13 01:13:18,"Minas Gerais, Brasil","Namoral , calor é so para quem é rico e pode ir na praia toda hora e ter ar condicionado em casa. Pobre fica tao desgraçado no calor que se ligar o ventilador, ja vem um gritando "" É SÓCIO DA CEMIG PORRA? DESLIGA ESSE TREM AI"" 
zero condições",False,,
126,1172310872942923776,rafaelofaria,2019-09-13 00:47:47,"Belo Horizonte, Brasil","“Nossa bandeira nunca será vermelha”

Alguém esqueceu de contar isso pra @cemig_energia",False,,
127,1172309522339258368,MariaEdwirges6,2019-09-13 00:42:25,"Minas Gerais, Brasil",@LwithP @craiskc Ta achando q sou sócia da cemig(empresa de energia),False,,
128,1172301250223837184,magalhaescc,2019-09-13 00:09:33,Belory Hills,Minha mãe quebrando o pau com a Cemig,False,,
129,1172300227023388672,marapontojula,2019-09-13 00:05:29,,"Ai cemig, vamo logo né querida",False,,
130,1172299247192104960,l_arex6,2019-09-13 00:01:35,"Minas Gerais, Brasil",@a_freitasf @RaphaelThomazF @cemig_energia @guguliberato @celsoportiolli @LucianoHuck @RodrigoFaro @pabllovittar @familiaextra @Walmart_BR @carrefourbrasil @paodeacucar,False,,
